Policy Number,Policy Status,Age,Gender,Home Language,Family Status,Gross Household Income,Gross Income,Monthly Premium Original,Monthly Premium,Dfference between Household and Personal Income,Salary Day,Debit order day,Education,Occupation,Province,Postal Code,Policy Affordability %,Policy Affordability % Band,Response Outcome,Take Up Outcome,Contract Status,Collection Count
16690,Cancelled,46,Female,Setswana,Single,19000,19000,0,0,0,31,31,Degree,Teacher,Northern Cape,0,0.012,0 - 1.5%,1,1,0,3
16691,Cancelled,57,Male,Xhosa,Widowed,28553,28553,0,0,0,31,30,Matric,Open Cast Worker,North West,0,0.016,1.5 - 2.5%,1,0,0,0
16692,Installed,53,Male,Afrikaans,Married,6200,6200,276,276,0,31,31,Certificate,Invoice Clerk,Western Cape,0,0.045,2.5 - 5%,1,1,1,8
16693,Cancelled,64,Male,Afrikaans,Widowed,50000,50000,0,0,0,1,1,Degree,Engineering Consultant,Gauteng,0,0.009,0 - 1.5%,1,0,0,0
16694,Installed,40,Female,Zulu,Married,30000,18000,164,164,12000,15,15,Degree,School Teacher,KwaZulu-Natal,0,0.006,0 - 1.5%,1,1,1,8
16695,Installed,40,Female,Xhosa,Married,24000,16000,133,133,8000,20,20,Degree,Middle School Teacher,Eastern Cape,0,0.006,0 - 1.5%,1,1,1,7
16696,Cancelled,52,Female,Afrikaans,Married,17000,7000,0,0,10000,1,1,No Matric,Sales Assistant,Western Cape,7140,0.01,0 - 1.5%,1,0,0,0
16697,Installed,27,Male,Zulu,Single,15000,15000,909,468,0,25,26,Matric,Civil Engineering Agent,KwaZulu-Natal,0,0.042,2.5 - 5%,1,1,1,8
16698,Installed,49,Female,Setswana,Widowed,1500,1500,397,397,0,31,26,No Matric,Unemployed,North West,0,0.265,5% +,1,1,1,8
16699,Cancelled,58,Male,Sotho,Married,66000,66000,0,0,0,27,1,Postgraduate,Business Coordinator,Gauteng,0,0.003,0 - 1.5%,1,0,0,0
16700,Cancelled,34,Male,Zulu,Married,50000,35000,0,0,15000,31,31,Diploma,Company Director - Admin. Duties Only,KwaZulu-Natal,3291,0.003,0 - 1.5%,1,1,0,2
16701,Cancelled,35,Male,Zulu,Single,5200,5200,0,0,0,30,31,Certificate,Shuttering Carpenter,KwaZulu-Natal,4066,0.044,2.5 - 5%,1,0,0,0
16702,Installed,22,Male,Sotho,Single,5000,4000,79,79,1000,21,30,Matric,Packer - Other,Free State,0,0.052,5% +,1,1,1,7
16703,Cancelled,31,Female,Afrikaans,Divorced,8500,8500,0,0,0,31,31,Matric,Customer Service Worker,Gauteng,0,0.032,2.5 - 5%,1,0,0,0
16704,Cancelled,43,Male,Setswana,Single,40000,40000,0,0,0,25,31,Diploma,Deputy Manager,Northern Cape,0,0.024,1.5 - 2.5%,1,0,0,0
16705,Installed,42,Male,Venda,Married,33000,21594,276,276,11406,15,15,Degree,Accountant,Gauteng,0,0.008,0 - 1.5%,1,1,1,8
16706,Installed,43,Female,Afrikaans,Married,6400,2700,128,128,3700,31,31,Matric,Social Worker,Northern Cape,0,0.02,1.5 - 2.5%,1,1,1,8
16707,Installed,36,Female,Venda,Single,15000,15000,219,144,0,31,1,Matric,Debt Collector - Office Based,Gauteng,0,0.01,0 - 1.5%,1,1,1,4
16708,Installed,31,Female,English,Married,25000,8600,195,137,16400,31,1,Matric,Accountant,Eastern Cape,0,0.006,0 - 1.5%,1,1,1,3
16709,Cancelled,30,Male,Setswana,Single,8000,8000,0,0,0,3,3,Diploma,Electrical Contractor,Mpumalanga,0,0.018,1.5 - 2.5%,1,1,0,1
16710,Installed,33,Female,English,0,60000,31000,235,134,29000,28,30,Diploma,Sales Manager,Western Cape,0,0.002,0 - 1.5%,1,1,1,3
16711,Cancelled,27,Female,English,Single,6000,6000,0,0,0,31,30,Certificate,Quality Control Manager,KwaZulu-Natal,4339,0.046,2.5 - 5%,1,1,0,1
16712,Installed,37,Female,English,Married,43000,18000,477,477,25000,31,1,Certificate,Legal Secretary,Western Cape,0,0.011,0 - 1.5%,1,1,1,8
16713,Cancelled,55,Male,Afrikaans,Married,15000,15000,0,0,0,31,31,Diploma,Pastor,Western Cape,7140,0.036,2.5 - 5%,1,1,0,1
16714,Cancelled,21,Female,Afrikaans,Single,2500,2500,0,0,0,31,31,Matric,Shop Assistant,Northern Cape,0,0.158,5% +,1,0,0,0
16715,Installed,58,Female,Xhosa,Single,23262,23262,200,200,0,15,15,Matric,Admin Officer,Eastern Cape,6170,0.009,0 - 1.5%,1,1,1,6
16716,Cancelled,54,Male,Afrikaans,Married,74000,65000,0,0,9000,25,25,Degree,Industrial Psychologist,Western Cape,0,0.011,0 - 1.5%,1,0,0,0
16717,Cancelled,50,Male,English,Divorced,9088,9088,0,0,0,31,1,Diploma,Cabinet Maker,Western Cape,0,0.058,5% +,1,1,0,1
16718,Installed,38,Male,Zulu,Single,50000,50000,281,281,0,21,25,Matric,Foreman - Other,Mpumalanga,0,0.006,0 - 1.5%,1,1,1,8
16719,Installed,28,Female,Sotho,Single,17000,17000,337,337,0,15,15,Degree,Social Worker,Free State,0,0.02,1.5 - 2.5%,1,1,1,9
16720,Cancelled,38,Female,Zulu,Married,7000,3200,0,0,3800,3,1,Diploma,Shop Owner,Gauteng,0,0.028,2.5 - 5%,1,0,0,0
16721,Installed,42,Male,Zulu,Married,40000,40000,1031,1031,0,15,15,Diploma,Plumber,KwaZulu-Natal,0,0.026,2.5 - 5%,1,1,1,9
16722,Cancelled,40,Female,English,Married,14000,14000,0,0,0,25,25,Diploma,Fashion Designer,Western Cape,0,0.031,2.5 - 5%,1,0,0,0
16723,Installed,34,Male,Zulu,Married,22000,22000,247,155,0,31,31,Matric,Plant Hire Proprietor - Admin. Only,Mpumalanga,0,0.007,0 - 1.5%,1,1,1,4
16724,Installed,45,Male,Setswana,Married,35300,35300,276,276,0,25,25,Diploma,Boilermaker,Gauteng,0,0.008,0 - 1.5%,1,1,1,8
16725,Installed,30,Female,Tsonga,Married,14100,4100,135,107,10000,25,25,Diploma,Restaurant Cashier,Gauteng,0,0.008,0 - 1.5%,1,1,1,3
16726,Cancelled,39,Male,English,Single,19000,19000,0,0,0,26,26,No Matric,Production Line Operator,Eastern Cape,0,0.029,2.5 - 5%,1,0,0,0
16727,Cancelled,49,Female,English,Divorced,23467,23467,0,0,0,15,15,Degree,Assistant Director,Western Cape,7230,0.022,1.5 - 2.5%,1,0,0,0
16728,Installed,41,Male,Zulu,Single,5500,5500,173,173,0,25,25,Certificate,Storeman - Food & Drink Industry,Western Cape,7750,0.117,5% +,1,1,1,5
16729,Installed,65,Female,Xhosa,Single,12000,12000,163,299,0,31,1,Diploma,Retired,Eastern Cape,0,0.025,1.5 - 2.5%,1,1,1,5
16730,Cancelled,35,Male,Sotho,Single,34234,34234,0,0,0,1,31,Matric,Supervisor,Mpumalanga,0,0.006,0 - 1.5%,1,1,0,4
16731,Installed,24,Female,Xhosa,Single,3000,3000,128,91,0,31,29,Matric,Cashier,Western Cape,0,0.03,2.5 - 5%,1,1,1,3
16732,Installed,32,Male,Afrikaans,Married,60000,42400,196,167,17600,1,28,Certificate,Management Accountant,Western Cape,7580,0.003,0 - 1.5%,1,1,1,3
16733,Cancelled,32,Female,Sotho,Single,5250,5250,0,0,0,31,1,Certificate,Catering Manager,Free State,0,0.03,2.5 - 5%,1,0,0,0
16734,Installed,39,Female,Setswana,Married,18000,12500,242,242,5500,26,26,Diploma,Schoolteacher,North West,299,0.013,0 - 1.5%,1,1,1,7
16735,Installed,62,Male,Setswana,Married,1350,1350,575,575,0,1,31,No Matric,Retired,Free State,0,0.426,5% +,1,1,1,8
16736,Installed,54,Male,Setswana,Married,75000,75000,1708,1708,0,26,1,Degree,Sales and Marketing Manager,Gauteng,0,0.023,1.5 - 2.5%,1,1,1,8
16737,Cancelled,52,Male,English,Married,56000,36000,0,0,20000,25,25,Degree,Business Advisor,Western Cape,0,0.004,0 - 1.5%,1,0,0,0
16738,Cancelled,51,Female,Zulu,Divorced,20000,20000,0,0,0,31,1,Degree,Estate Agent,KwaZulu-Natal,0,0.024,1.5 - 2.5%,1,0,0,0
16739,Installed,38,Female,English,Married,25000,10312,171,171,14688,15,15,Matric,Administration Clerk,Western Cape,0,0.007,0 - 1.5%,1,1,1,9
16740,Installed,51,Male,Tsonga,Married,63000,50000,1388,1388,13000,1,1,Postgraduate,Attorney,Gauteng,0,0.022,1.5 - 2.5%,1,1,1,8
16741,Cancelled,30,Male,Zulu,Single,3200,3200,0,0,0,1,15,No Matric,Houseman,KwaZulu-Natal,0,0.062,5% +,1,1,0,2
16742,Installed,50,Female,Sepedi,Married,17000,12000,350,350,5000,31,1,Diploma,School Teacher,Gauteng,152,0.021,1.5 - 2.5%,1,1,1,7
16743,Installed,32,Male,Afrikaans,Married,16500,12500,91,82,4000,31,31,Matric,Police Officer,Northern Cape,8900,0.005,0 - 1.5%,1,1,1,4
16744,Installed,39,Male,English,Married,8667,8667,238,238,0,25,1,No Matric,Delivery Driver,KwaZulu-Natal,4068,0.028,2.5 - 5%,1,1,1,8
16745,Cancelled,42,Male,Zulu,Single,12000,9000,0,0,3000,7,22,Matric,Shop Owner,Gauteng,2198,0.026,2.5 - 5%,1,1,0,2
16746,Installed,37,Female,Zulu,Married,124000,50000,542,250,74000,31,1,Certificate,Company Director - Admin. Duties Only,KwaZulu-Natal,0,0.004,0 - 1.5%,1,1,1,6
16747,Installed,49,Male,English,Married,35000,35000,300,300,0,15,20,Diploma,Domestic Technician,KwaZulu-Natal,0,0.009,0 - 1.5%,1,1,1,9
16748,Installed,40,Female,Xhosa,Single,25000,25000,234,234,0,25,26,Diploma,College Lecturer,Western Cape,7130,0.009,0 - 1.5%,1,1,1,7
16749,Cancelled,37,Male,Zulu,Single,47000,23895,0,0,23105,15,15,Postgraduate,Assistant Director,Gauteng,1505,0.006,0 - 1.5%,1,0,0,0
16750,Installed,44,Male,Sepedi,Single,17800,17800,223,113,0,31,31,Matric,Quality Assurance Consultant,Gauteng,0,0.006,0 - 1.5%,1,1,1,1
16751,Cancelled,48,Female,Afrikaans,Married,30000,23200,0,0,6800,25,26,Diploma,Account Supervisor,Gauteng,0,0.011,0 - 1.5%,1,0,0,0
16752,Cancelled,38,Female,Xhosa,Single,12000,12000,0,0,0,15,15,Degree,Immigration Officer,Western Cape,0,0.017,1.5 - 2.5%,1,1,0,1
16753,Installed,37,Male,Afrikaans,Married,70000,70000,1835,1835,0,1,1,Certificate,Marketing Manager,North West,0,0.026,2.5 - 5%,1,1,1,8
16754,Cancelled,47,Male,Afrikaans,Married,23000,23000,0,0,0,1,1,No Matric,Fitter and Turner,KwaZulu-Natal,0,0.027,2.5 - 5%,1,0,0,0
16755,Installed,46,Male,Xhosa,Married,8666,8666,315,315,0,1,1,Matric,Taxi Driver - Combi type vehicle,Eastern Cape,0,0.036,2.5 - 5%,1,0,1,0
16756,Installed,54,Female,English,Married,29000,6000,345,345,23000,31,15,No Matric,Catering Manager,Western Cape,0,0.012,0 - 1.5%,1,1,1,8
16757,Cancelled,29,Male,English,0,10000,10000,0,0,0,5,28,No Matric,Credit Agent,Gauteng,0,0.033,2.5 - 5%,1,1,0,1
16758,Cancelled,42,Female,Zulu,Single,30000,20000,0,0,10000,31,1,Diploma,Construction Foreman,Western Cape,0,0.007,0 - 1.5%,1,0,0,0
16759,Installed,33,Male,Zulu,Single,14500,14500,260,260,0,25,25,Certificate,Construction Foreman,KwaZulu-Natal,0,0.018,1.5 - 2.5%,1,1,1,8
16760,Installed,32,Male,Zulu,Married,12500,12500,291,291,0,15,15,Certificate,Correctional Officer,KwaZulu-Natal,0,0.023,1.5 - 2.5%,1,1,1,9
16761,Cancelled,36,Male,Zulu,Single,4500,4500,0,0,0,25,30,Matric,Dumper Truck Driver,Limpopo,1039,0.04,2.5 - 5%,1,1,0,1
16762,Installed,53,Male,Sotho,Married,105000,91000,668,1890,14000,15,15,Professional,Doctor,Limpopo,0,0.018,1.5 - 2.5%,1,1,1,9
16763,Cancelled,55,Male,Afrikaans,Married,23500,14500,0,0,9000,25,12,Diploma,Project Manager,Gauteng,0,0.042,2.5 - 5%,1,1,0,3
16764,Installed,46,Female,Setswana,Widowed,14646,14646,349,349,0,25,25,Degree,Technical Officer,North West,0,0.024,1.5 - 2.5%,1,1,1,7
16765,Installed,32,Male,Afrikaans,Married,35000,20000,780,780,15000,31,1,Matric,Scrap Metal Dealer,Gauteng,0,0.022,1.5 - 2.5%,1,1,1,8
16766,Installed,27,Male,Xhosa,Single,3500,3500,162,162,0,25,25,Matric,Stocktaker,Western Cape,0,0.046,2.5 - 5%,1,1,1,5
16767,Installed,56,Female,Afrikaans,Married,12000,2400,474,474,9600,2,1,Diploma,Housewife,Gauteng,0,0.04,2.5 - 5%,1,1,1,7
16768,Installed,45,Male,Sotho,Married,10000,10000,230,230,0,25,25,No Matric,Security Officer,Gauteng,0,0.023,1.5 - 2.5%,1,1,1,8
16769,Cancelled,50,Female,Xhosa,Single,30000,30000,0,0,0,15,15,Degree,Assistant Manager,Eastern Cape,0,0.016,1.5 - 2.5%,1,0,0,0
16770,Installed,55,Male,Xhosa,Married,12200,10000,366,366,2200,31,1,No Matric,Shoe Repairer,Western Cape,0,0.03,2.5 - 5%,1,1,1,8
16771,Cancelled,39,Male,Setswana,Single,9000,9000,0,0,0,31,1,Matric,SAPS - Constable,North West,2735,0.024,1.5 - 2.5%,1,1,0,1
16772,Cancelled,53,Male,English,Married,12000,7000,0,0,5000,1,1,No Matric,Van Delivery Driver,Gauteng,0,0.012,0 - 1.5%,1,0,0,0
16773,Cancelled,37,Female,Sotho,Married,18000,3600,0,0,14400,27,30,Certificate,Unemployed,Free State,0,0.008,0 - 1.5%,1,0,0,0
16774,Cancelled,37,Male,English,Married,20000,12000,0,0,8000,29,30,Certificate,Fork Lift Driver,Western Cape,0,0.021,1.5 - 2.5%,1,0,0,0
16775,Installed,31,Female,English,Married,50000,42000,248,248,8000,31,31,Degree,Sales Manager,Gauteng,0,0.005,0 - 1.5%,1,1,1,8
16776,Installed,52,Male,Afrikaans,Divorced,65000,65000,677,677,0,25,25,Matric,Branch Manager,Gauteng,0,0.01,0 - 1.5%,1,1,1,8
16777,Installed,55,Male,English,Married,30000,20000,261,261,10000,31,1,Diploma,Shop Manager,KwaZulu-Natal,0,0.009,0 - 1.5%,1,1,1,8
16778,Cancelled,51,Male,English,Widowed,30000,30000,0,0,0,31,1,No Matric,Admin Manager,KwaZulu-Natal,0,0.05,5% +,1,1,0,1
16779,Installed,48,Female,English,Divorced,6123,6123,201,203,0,30,1,Matric,Customer Liaison Officer,KwaZulu-Natal,0,0.033,2.5 - 5%,1,1,1,8
16780,Installed,62,Female,Xhosa,Widowed,11900,11900,330,151,0,1,1,Degree,Retired,Eastern Cape,0,0.013,0 - 1.5%,1,1,1,3
16781,Cancelled,49,Female,English,Married,7000,1400,0,0,5600,1,1,No Matric,Housewife,Gauteng,0,0.017,1.5 - 2.5%,1,1,0,4
16782,Installed,45,Female,Xhosa,Single,4500,4500,0,0,0,26,31,No Matric,Domestic Worker,Gauteng,0,0.06,5% +,1,0,1,0
16783,Installed,30,Male,Afrikaans,Single,26696,26696,405,405,0,31,25,Matric,Transport Manager,Gauteng,0,0.015,1.5 - 2.5%,1,1,1,8
16784,Cancelled,41,Female,English,Married,110000,40000,0,0,70000,31,30,Diploma,Business Analyst,Gauteng,0,0.004,0 - 1.5%,1,0,0,0
16785,Installed,41,Female,Zulu,Widowed,24000,24000,318,318,0,2,1,Certificate,Van Delivery Driver,KwaZulu-Natal,0,0.013,0 - 1.5%,1,1,1,5
16786,Installed,51,Male,Xhosa,Married,43000,33000,452,266,10000,25,26,Degree,Traffic Officer,Eastern Cape,0,0.006,0 - 1.5%,1,1,1,3
16787,Installed,44,Female,English,Divorced,24000,24000,515,447,0,31,1,Matric,SAPS - Captain,Western Cape,0,0.022,1.5 - 2.5%,1,1,1,7
16788,Cancelled,32,Male,English,Divorced,60000,60000,0,0,0,31,1,Matric,Sales Manager,Western Cape,0,0.021,1.5 - 2.5%,1,1,0,7
16789,Cancelled,42,Male,Venda,Married,13500,13500,0,0,0,31,31,Diploma,Import Export Manager,Limpopo,0,0.077,5% +,1,1,0,1
16790,Cancelled,40,Male,English,Single,56000,28000,0,0,28000,2,1,Diploma,Manager - Security,Gauteng,0,0.006,0 - 1.5%,1,0,0,0
16791,Installed,51,Female,Afrikaans,Divorced,50000,50000,1257,1257,0,15,15,Certificate,Tax Consultant,Gauteng,0,0.025,2.5 - 5%,1,1,1,8
16792,Cancelled,47,Female,Tsonga,Widowed,24500,20000,0,0,4500,22,22,Postgraduate,Teacher,Limpopo,0,0.006,0 - 1.5%,1,1,0,3
16793,Installed,54,Male,Afrikaans,Widowed,30000,30000,1307,1307,0,7,7,Matric,Shipping Manager,Gauteng,0,0.044,2.5 - 5%,1,1,1,8
16794,Installed,33,Male,Setswana,Single,30000,30000,295,295,0,31,31,Matric,Explosives Handler,Limpopo,0,0.01,0 - 1.5%,1,1,1,8
16795,Installed,40,Male,English,Single,63000,63000,731,658,0,31,1,Degree,Medical Doctor,Gauteng,0,0.01,0 - 1.5%,1,1,1,3
16796,Cancelled,38,Male,Zulu,Single,12000,12000,0,0,0,2,3,Matric,Site Manager,KwaZulu-Natal,4066,0.068,5% +,1,0,0,0
16797,Installed,55,Male,Afrikaans,Married,150000,130000,2982,5567,20000,1,1,Matric,Manager - Admin Only,Gauteng,0,0.037,2.5 - 5%,1,1,1,8
16798,Cancelled,44,Female,Xhosa,Single,11000,3500,0,0,7500,31,1,No Matric,"Building Site Manager - Supervisory
Manager - Other",Western Cape,0,0.02,1.5 - 2.5%,1,0,0,0
16799,Cancelled,50,Male,Afrikaans,Married,12967,8667,0,0,4300,15,31,No Matric,bricklayer,KwaZulu-Natal,4700,0.02,1.5 - 2.5%,1,1,0,3
16800,Cancelled,32,Male,Afrikaans,Single,6800,5500,0,0,1300,15,15,No Matric,Delivery Driver,Northern Cape,8801,0.04,2.5 - 5%,1,0,0,0
16801,Installed,38,Male,Zulu,Single,4600,4600,169,135,0,31,4,No Matric,Security Guard,Gauteng,1685,0.029,2.5 - 5%,1,1,1,4
16802,Cancelled,59,Male,Zulu,Single,45000,45000,0,0,0,31,31,Matric,Building Site Manager - Supervisory,Gauteng,0,0.038,2.5 - 5%,1,0,0,0
16803,Installed,36,Female,English,0,17000,17000,445,445,0,20,20,Diploma,Accounts Clerk,Gauteng,0,0.026,2.5 - 5%,1,1,1,8
16804,Installed,37,Male,Xhosa,Married,14200,14200,176,176,0,31,1,Matric,Electronics Technician,Eastern Cape,6170,0.012,0 - 1.5%,1,1,1,7
16805,Installed,59,Male,English,Married,31000,25000,646,646,6000,7,15,Matric,Despatch Clerk,Western Cape,0,0.021,1.5 - 2.5%,1,1,1,8
16806,Installed,34,Male,Sepedi,Single,81000,71000,287,287,10000,25,31,Degree,Chartered Accountant,KwaZulu-Natal,7530,0.004,0 - 1.5%,1,1,1,8
16807,Cancelled,25,Female,Xhosa,Single,6600,6600,0,0,0,31,31,Matric,School Teacher,Eastern Cape,0,0.02,1.5 - 2.5%,1,0,0,0
16808,Cancelled,29,Male,Zulu,Single,16000,14000,0,0,2000,25,26,Matric,Heavy Machinery Operator,KwaZulu-Natal,0,0.016,1.5 - 2.5%,1,0,0,0
16809,Cancelled,38,Male,Zulu,Married,8000,7000,0,0,1000,31,31,Matric,Bus Driver,Gauteng,0,0.022,1.5 - 2.5%,1,0,0,0
16810,Cancelled,52,Female,Tsonga,Widowed,30000,30000,0,0,0,1,15,Degree,Quality Manager,Gauteng,0,0.018,1.5 - 2.5%,1,0,0,0
16811,Cancelled,35,Male,Afrikaans,Single,18000,10192,0,0,7808,15,1,No Matric,Butcher,Gauteng,0,0.02,1.5 - 2.5%,1,1,0,2
16812,Installed,57,Male,Afrikaans,Married,19000,19000,248,248,0,30,1,Diploma,Boilermaker,Gauteng,0,0.013,0 - 1.5%,1,1,1,8
16813,Cancelled,36,Male,Xhosa,Single,4500,4500,0,0,0,28,28,Matric,Control Room Operator - CCTV,Eastern Cape,6000,0.028,2.5 - 5%,1,0,0,0
16814,Installed,55,Female,Afrikaans,Married,70000,42000,383,383,28000,27,28,Certificate,Business Manager,Gauteng,0,0.01,0 - 1.5%,1,1,1,7
16815,Installed,60,Female,Xhosa,Single,26000,18970,528,528,7030,15,31,Diploma,Teacher,Western Cape,0,0.02,1.5 - 2.5%,1,1,1,6
16816,Cancelled,47,Female,Xhosa,Married,18000,18000,0,0,0,20,20,Degree,School Teacher,Eastern Cape,0,0.007,0 - 1.5%,1,0,0,0
16817,Cancelled,59,Female,Zulu,Single,10105,9275,0,0,830,15,15,No Matric,Laboratory Assistant,KwaZulu-Natal,0,0.012,0 - 1.5%,1,0,0,0
16818,Installed,45,Male,Xhosa,Married,28000,28000,382,217,0,25,25,Matric,Foreman - Surface,Mpumalanga,2330,0.008,0 - 1.5%,1,1,1,3
16819,Installed,21,Female,English,Married,200000,100000,489,489,100000,10,1,Degree,Beautician Shop Manager / Proprietor,KwaZulu-Natal,0,0.002,0 - 1.5%,1,1,1,8
16820,Installed,54,Female,Zulu,Single,12000,12000,273,124,0,1,30,Diploma,Home Nurse,Gauteng,0,0.01,0 - 1.5%,1,1,1,7
16821,Cancelled,49,Male,Sotho,Married,16900,16900,0,0,0,25,26,Diploma,Buyer,KwaZulu-Natal,4019,0.02,1.5 - 2.5%,1,1,0,3
16822,Installed,45,Male,English,Married,50000,35000,257,257,15000,31,31,Postgraduate,Training Officer,Gauteng,0,0.005,0 - 1.5%,1,1,1,9
16823,Installed,53,Male,Afrikaans,Married,61000,11000,500,500,50000,27,27,Matric,Admin Clerk,Gauteng,0,0.008,0 - 1.5%,1,1,1,8
16824,Installed,39,Female,Zulu,Single,17800,17800,152,152,0,15,15,Degree,School Teacher,KwaZulu-Natal,0,0.009,0 - 1.5%,1,1,1,9
16825,Installed,31,Female,Sotho,Married,27000,11900,143,115,15100,25,25,Diploma,Local Government Officer,Free State,9482,0.004,0 - 1.5%,1,1,1,2
16826,Installed,48,Female,Sotho,Single,38000,38000,357,357,0,1,1,Postgraduate,Educational Psychologist,Gauteng,0,0.009,0 - 1.5%,1,1,1,8
16827,Cancelled,39,Male,Xhosa,Single,5200,5200,0,0,0,15,15,Matric,General Cleaner,Eastern Cape,0,0.038,2.5 - 5%,1,1,0,1
16828,Installed,55,Male,Afrikaans,Married,50000,21000,947,947,29000,10,1,Matric,Contractor,Gauteng,0,0.019,1.5 - 2.5%,1,1,1,5
16829,Installed,35,Female,English,Married,32500,7500,819,819,25000,31,1,Matric,General Store Manager,Northern Cape,0,0.025,2.5 - 5%,1,1,1,8
16830,Installed,45,Male,English,Single,50000,50000,643,329,0,25,25,Certificate,Miner,Mpumalanga,0,0.007,0 - 1.5%,1,1,1,6
16831,Installed,53,Female,Afrikaans,Married,24000,5540,483,483,18460,24,26,Matric,Receptionist,Free State,0,0.02,1.5 - 2.5%,1,1,1,8
16832,Installed,51,Male,Xhosa,Married,28000,28000,362,362,0,25,30,Degree,Pastor,Eastern Cape,6229,0.013,0 - 1.5%,1,1,1,7
16833,Cancelled,46,Female,English,Married,17200,17200,0,0,0,20,20,Diploma,School Teacher,Eastern Cape,0,0.003,0 - 1.5%,1,1,0,1
16834,Installed,39,Male,Zulu,Married,38000,32000,206,206,6000,25,25,Diploma,Production Manager - Administration Only,Eastern Cape,0,0.005,0 - 1.5%,1,1,1,7
16835,Installed,42,Male,Venda,Married,115000,57583,438,438,57417,25,25,Degree,IT Manager,KwaZulu-Natal,0,0.004,0 - 1.5%,1,1,1,8
16836,Installed,47,Female,Zulu,Single,19027,19027,244,244,0,15,15,Diploma,School Teacher - Full Time,KwaZulu-Natal,0,0.013,0 - 1.5%,1,1,1,8
16837,Installed,51,Male,Zulu,Married,55000,26000,249,249,29000,15,15,Degree,Registered Nurse,Mpumalanga,0,0.005,0 - 1.5%,1,1,1,8
16838,Installed,34,Male,English,Single,47000,24000,336,336,23000,31,1,Diploma,General Manager,Gauteng,2092,0.007,0 - 1.5%,1,1,1,8
16839,Cancelled,51,Female,Afrikaans,Single,15000,15000,0,0,0,3,1,No Matric,"Caterer, Catering Manager",Gauteng,0,0.016,1.5 - 2.5%,1,0,0,0
16840,Installed,37,Male,English,Married,12000,12000,286,169,0,15,25,Matric,Machine Operator,KwaZulu-Natal,4091,0.014,0 - 1.5%,1,1,1,7
16841,Installed,31,Male,Sotho,Married,7000,7000,158,158,0,31,15,Matric,Mechanic,Gauteng,1682,0.023,1.5 - 2.5%,1,1,1,8
16842,Cancelled,33,Male,English,Married,15000,5000,0,0,10000,31,1,Degree,Shop Owner,Gauteng,2190,0.011,0 - 1.5%,1,0,0,0
16843,Installed,52,Male,Afrikaans,Married,46000,36000,1300,1300,10000,25,1,Matric,Field Sales Representative,KwaZulu-Natal,0,0.028,2.5 - 5%,1,1,1,8
16844,Installed,44,Female,Zulu,Single,12000,12000,219,219,0,25,25,Matric,Nurse,KwaZulu-Natal,0,0.018,1.5 - 2.5%,1,1,1,8
16845,Installed,42,Male,Xhosa,Married,23000,8000,265,265,15000,25,25,Matric,Assistant Manager - Retail,Eastern Cape,5080,0.012,0 - 1.5%,1,1,1,8
16846,Cancelled,55,Female,Afrikaans,Married,28400,12800,0,0,15600,25,20,Matric,Administration Clerk,Gauteng,0,0.013,0 - 1.5%,1,0,0,0
16847,Cancelled,51,Male,Afrikaans,Married,30000,20000,0,0,10000,25,31,Matric,Administration Officer,Gauteng,0,0.014,0 - 1.5%,1,1,0,4
16848,Installed,57,Female,Setswana,Married,10000,10000,338,338,0,31,31,No Matric,Caterer,Gauteng,0,0.034,2.5 - 5%,1,1,1,8
16849,Installed,34,Male,Zulu,Married,30000,24000,193,98,6000,25,26,Diploma,Boilermaker,Gauteng,0,0.003,0 - 1.5%,1,1,1,3
16850,Installed,39,Male,Afrikaans,Married,27000,16000,209,209,11000,31,7,No Matric,Maintenance Manager,Western Cape,0,0.008,0 - 1.5%,1,1,1,9
16851,Installed,45,Female,Afrikaans,Married,24000,12000,159,159,12000,29,31,Diploma,Credit Control Clerk,Gauteng,0,0.007,0 - 1.5%,1,1,1,8
16852,Cancelled,49,Male,English,Married,14000,9000,0,0,5000,31,1,Certificate,Riveter - Construction Industry,Gauteng,0,0.011,0 - 1.5%,1,1,0,1
16853,Cancelled,47,Male,Sepedi,Married,22000,18000,0,0,4000,31,31,Degree,School Teacher,Gauteng,0,0.011,0 - 1.5%,1,0,0,0
16854,Cancelled,45,Male,Xhosa,Married,42000,27000,0,0,15000,20,20,Postgraduate,School Teacher,Eastern Cape,0,0.005,0 - 1.5%,1,0,0,0
16855,Cancelled,44,Male,Sotho,Married,6000,6000,0,0,0,20,1,Matric,Trader,Gauteng,1984,0.099,5% +,1,0,0,0
16856,Installed,44,Male,Zulu,Married,42800,22800,207,207,20000,15,15,Diploma,School Teacher,KwaZulu-Natal,0,0.005,0 - 1.5%,1,1,1,8
16857,Cancelled,43,Male,Zulu,Married,44000,44000,0,0,0,25,25,Diploma,Payroll Manager,Mpumalanga,1201,0.007,0 - 1.5%,1,1,0,1
16858,Installed,27,Male,Sepedi,Single,27000,27000,294,240,0,31,31,Certificate,Pipe Fitter - Construction Industry,Limpopo,0,0.011,0 - 1.5%,1,1,1,7
16859,Installed,29,Male,Xhosa,Single,17474,17474,257,257,0,20,21,Postgraduate,Higher Education Teacher,Eastern Cape,5160,0.015,0 - 1.5%,1,1,1,8
16860,Cancelled,35,Male,Swati,Married,26000,15586,0,0,10414,25,26,Matric,Chemical Process Operator,Mpumalanga,0,0.019,1.5 - 2.5%,1,1,0,5
